content,label,label_id,content_len
کامپیوتر‌ها بخشی جدانشدنی از زندگی حرفه‌ای و شخصی ما شده‌اند. به حدی که حالا انتظار داریم نرم افزار‌ها حافظان قابل اطمینانی برای فایل‌های شخصی‌مان باشند. اپلیکیشن‌ها و فایل‌های سیستمی ممکن است ایجاد شوند و بعد از بروز مشکلاتی مجبور به حذف آن‌ها شویم که امری طبیعیست اما هرگز نمی‌خواهیم فایل‌های شخصی‌مان از بین بروند. به نظر می‌رسد که یکی از مهندسین مایکروسافت این موضوعات را از یاد برده است چرا که برخی از افراد اعلام کرده‌اند که بعد از آپدیت به آخرین بروزرسانی ویندوز یی، عکس‌ها و ویدیو‌های شخصی‌شان حذف شده است. بیشتر این فایل‌های حذف شده در مسیر Documents و فولدر Pictures ذخیره شده بودند و قربانیان این اتفاق بر این عقیده‌اند که این فایل‌ها قبل از انجام بروزرسانی ویندوز یی در مسیر یاد شده قرار داشته. البته هنوز ادله‌ی محکمی وجود ندارد که بتوان مقصر اصلی این اتفاق را بروزرسانی ویندوز یی دانست اما مایکروسافت پیش از این اعلام کرده بود همه‌ی فایل‌ها از طریق OneDrive روی فضای ابری ذخیره می‌شوند. اما به نظر می‌رسد این ویژگی به خوبی کار نمی‌کند. هنوز واکنشی از سوی مایکروسافت نسبت به این موضوع اتفاق نیفتاده است اما احتمالا هر واکنش احتمالی برای قربانیان دیر باشد چرا که فایل‌هایشان به طور کامل از دست رفته است و هیچ بک آپی از آن‌ها نداشتند. حتی بازگرداندن ویندوز یی به نسخه‌ی قبل هم جوابگو نخواهد بود چرا که این موضوع روی بخش Documents اعمال نخواهد شد. موضوع ناراحت کننده اینجاست که برخی از کاربران اعلام کرده‌اند که بعضی از افرادی که در پروسه‌ی Insider و پیش از عرضه‌ی رسمی بروزرسانی ویندوز یی، شاهد ویژگی‌های این آپدیت بودند؛ با اختلال یاد شده مواجه شده بودند اما به نظر مایکروسافت توجهی به این موضوع نشان نداده است.,علمی فناوری,4,281
به گزارش گروه علمی باشگاه خبرنگاران، محمد خجسته در جمع حاضران در اردوی ۵۰۰۰ نفری دانشجویان و اساتید دانشگاه آزاد، ضمن گرامیداشت یاد و خاطره شهدای هشت سال دفاع مقدس و امام شهیدان، با بیان اینکه سرزمین شلمچه میزبان خون پاک شهدای دفاع مقدس بوده است، اظهارکرد: با کمی توجه در وصیت‌نامه شهدا شاهدیم که عشق به ولایت در وجود آنها موج می‌زد و همیشه بازماندگان را به تبعیت، عشق، محبت و دفاع از ولایت فقیه دعوت می‌کردند. وی تاکید کرد: در نظام جمهوری اسلامی ایران ولی فقیه خود را از تمام دلبستگی‌های دنیوی جدا کرده است و ما نیز باید با تمام وجود از ولایت فقیه حمایت و دفاع کنیم. خجسته با اشاره به مدت زمان فعالیت فرهاد دانشجو در دانشگاه آزاد، گفت: فرهاد دانشجو در این مدت نهایت تلاش خود را در جهت اعتلای این دانشگاه به کار بسته است و تنها به علت کسالتی که داشت نتوانست در کنار شما دانشجویان حاضر باشد. وی افزود: از جمله دلایل اصلی موفقیت فرهاد داشنجو در این یک‌ سال شخصیت آکادمیک و نظم ویژه‌ وی که دوری از حاشیه‌سازی است که در گذشته این مورد در دانشگاه وجود داشت. وی ادامه داد: تشکیل چندین کرسی آزاداندیشی، اردوهای جهادی، تریبون آزاد، راهیان نور و مسائل مختلف فرهنگی از جمله مهمترین اولویت‌های ریاست جدید دانشگاه در کنار التزام ویژه به ارتقای آموزشی و علمی دانشگاه بوده است. خجسته رمز موفقیت فرهاد دانشجو را در التزام، عشق و تبعیت از ولایت فقیه و عملکرد اصولی در چهارچوب قانون عنوان کرد و افزود: در حال حاضر دانشگاه آزاد در نقطه‌ عطفی قرار دارد. امیدوارم دانشجویان و اساتید با خلوص نیت و پشتکار خود توطئه‌ دشمن را خنثی و آنها را نابود کنند. /ز۲,پزشکی,7,279
به گزارش حوزه دولت باشگاه خبرنگاران، ‌ حجت‌الاسلام والمسلمین دکتر حسن روحانی امروز دوشنبه در دیدار احمد داوود اوغلو وزیر امور خارجه ترکیه با اشاره به جهش در روابط و همکاری‌های دو کشور افزود: ظرفیت و پتانسیل زیادی برای توسعه روابط وجود دارد که باید آن را برای تحکیم و تعمیق هر چه بیشتر مناسبات دو کشور در سطوح دوجانبه، منطقه‌ای و بین‌المللی بکار گیریم. رئیس‌جمهور همچنین آینده روابط تهران – آنکارا را رو به توسعه دانست و تصریح کرد: گسترش بیش از پیش همکاری‌های فی ما بین در عرصه‌های مختلف یقینا در برقراری صلح و ثبات در منطقه تأثیرگذار خواهد بود. وزیر امور خارجه ترکیه نیز در این دیدار با ابراز خرسندی از حضور در ایران و شرکت در مراسم تحلیف رییس‌جمهور اسلامی ایران، روابط ترکیه و ایران را خوب توصیف کرد و افزود: دولت ترکیه معتقد است گسترش همکاری‌ها و مناسبات دوجانبه تهران – آنکارا را در راستای منافع دو ملت است. وی با اشاره به حجم همکاری‌های اقتصادی ایران و ترکیه آمادگی کشورش را برای توسعه این همکاری‌ها اعلام کرد. وزیر امور خارجه ترکیه با استقبال از سخنان دکتر روحانی در مراسم تحلیف گفت: سخنرانی‌های شما بویژه در مراسم تحلیف بسیار جامع، روشن و راهگشا بود و دیگر اعضای کشورهای شرکت‌کننده این ارزیابی را داشتند. وی افزود: این افتخار را دارم که امروز به عنوان اولین وزیر خارجه که موفق شده است با شما دیدار کنم، خوشحالم و این بیانگر روابط خیلی خوب دو کشور و توجه جنابعالی به این روابط است. وزیر خارجه ترکیه به منظور شرکت در مراسم تحلیف رییس‌جمهوری اسلامی ایران که عصر یکشنبه در مجلس شورای اسلامی برگزار شد، به ایران سفر کرده است. انتهای پیام/,سیاسی,3,273
دریافت فایلعنوان فایل و نام مداحاندازه فایلمدت زمانکربلا کوی محبت دی حرمنن حرمهحاج علیرضا بیگدلی۱-۴ مگابایت۱۰:۴۹ دقیقهعباس عباس عباس، ماه شهدا عباسحاج مرتضی حیدری۱-۴ مگابایت۱۱:۱۱ دقیقهخبردار ای عزادار محرمحاج ولی الله کلامی۱-۵ مگابایت۱۱:۴۷ دقیقهسخنرانی قسمت اولحجت الاسلام والمسلمین رئیسی۲-۳ مگابایت۱۸:۱۴ دقیقهسخنرانی قسمت دومحجت الاسلام والمسلمین رئیسی۲ مگابایت۱۵:۲۹ دقیقهسخنرانی قسمت سومحجت الاسلام والمسلمین رئیسی۲-۵ مگابایت۱۹:۴۳ دقیقهآغام ایلوب کرم الحمدوللهحاج سید یوسف شبیری۱-۴ مگابایت۱۰:۳۱ دقیقه دریافت فایلعنوان فایل و نام مداحاندازه فایلمدت زمانکربلا کوی محبت دی حرمنن حرمهحاج علیرضا بیگدلی۱-۴ مگابایت۱۰:۴۹ دقیقهعباس عباس عباس، ماه شهدا عباسحاج مرتضی حیدری۱-۴ مگابایت۱۱:۱۱ دقیقهخبردار ای عزادار محرمحاج ولی الله کلامی۱-۵ مگابایت۱۱:۴۷ دقیقهسخنرانی قسمت اولحجت الاسلام والمسلمین رئیسی۲-۳ مگابایت۱۸:۱۴ دقیقهسخنرانی قسمت دومحجت الاسلام والمسلمین رئیسی۲ مگابایت۱۵:۲۹ دقیقهسخنرانی قسمت سومحجت الاسلام والمسلمین رئیسی۲-۵ مگابایت۱۹:۴۳ دقیقهآغام ایلوب کرم الحمدوللهحاج سید یوسف شبیری۱-۴ مگابایت۱۰:۳۱ دقیقه دریافت فایلعنوان فایل و نام مداحاندازه فایلمدت زمانغمله زینب دولانیر باشلارا پرواحاج علیرضا بیگدلی۱-۲ مگابایت۹:۰۴ دقیقهبو گجه غم فضادیحاج مرتضی حیدری۰-۸ مگابایت۶:۰۰ دقیقهاون آباد کربلاحاج ولی الله کلامی۱-۵ مگابایت۱۱:۳۷ دقیقهسخنرانی قسمت اولحجت الاسلام کاظم سرابی۲-۳ مگابایت۱۷:۳۵ دقیقهسخنرانی قسمت دومحجت الاسلام کاظم سرابی۲-۲ مگابایت۱۷:۰۵ دقیقهسخنرانی قسمت سومحجت الاسلام کاظم سرابی۱-۸ مگابایت۱۴:۲۱ دقیقهیقدی رقیه باشنا عطشان اوشاقلارحاج سید یوسف شبیری۱-۵ مگابایت۱۱:۳۴ دقیقه,سیاسی,3,186
جلیل رسولی، هنرمند برجسته خوشنویسی کشورمان در گفتگو با خبرنگار تجسمی باشگاه خبرنگاران گفت: تمامی آثارم برای نمایش آماده است در حقیقت تمامی تابلوهایم برای برگزاری نمایشگاه تازه‌ترین آثارم آماده است. وی در ادامه گفت: اینکه تعلل در برگزاری نمایشگاه داشتم به این جهت است که هنوز جای مناسبی برای نمایش این آثار پیدا نکردم. وی تصریح کرد: در صورت برگزاری نمایشگاه، قرار است ۳ نمایشگاه را به دنبال هم برگزارکنم. وی اظهار داشت: بسیار علاقمند هستم که نمایشگاه از آثارم را به زودی برگزار کنم اما هنوزجای مناسبی را که بتوانم بگویم به صورت قطعی انتخاب و مشخص کرده‌ام را بدست نیاورده‌ام. این چهره ماندگار هنرهای تجسمی گفت: تمامی آثارم متفاوت با آنچه که خلق کرده‌ام خواهد بود و در هر نمایشگاه حدود ۳۰ تابلو را به نمایش می‌گذارم. وی اظهار داشت: این احتمال وجود دارد که نمایشگاهی را بعد از ماه مبارک رمضان برگزار کنم. انتهای پیام/ جلیل رسولی، هنرمند برجسته خوشنویسی کشورمان در گفتگو با خبرنگار تجسمی باشگاه خبرنگاران گفت: تمامی آثارم برای نمایش آماده است در حقیقت تمامی تابلوهایم برای برگزاری نمایشگاه تازه‌ترین آثارم آماده است. وی در ادامه گفت: اینکه تعلل در برگزاری نمایشگاه داشتم به این جهت است که هنوز جای مناسبی برای نمایش این آثار پیدا نکردم. وی تصریح کرد: در صورت برگزاری نمایشگاه، قرار است ۳ نمایشگاه را به دنبال هم برگزارکنم. وی اظهار داشت: بسیار علاقمند هستم که نمایشگاه از آثارم را به زودی برگزار کنم اما هنوزجای مناسبی را که بتوانم بگویم به صورت قطعی انتخاب و مشخص کرده‌ام را بدست نیاورده‌ام. این چهره ماندگار هنرهای تجسمی گفت: تمامی آثارم متفاوت با آنچه که خلق کرده‌ام خواهد بود و در هر نمایشگاه حدود ۳۰ تابلو را به نمایش می‌گذارم. وی اظهار داشت: این احتمال وجود دارد که نمایشگاهی را بعد از ماه مبارک رمضان برگزار کنم.,فرهنگی هنری,5,296
دلار که از روز شنبه تا دوشنبه روند کاهشی پیمود با از دست دادن ۶۷ تومان از ارزشش به سطح ۳۱۰۰ تومان رسید اما با رسیدن به این بها که کمترین حد از ۲۳ فروردین ماه بود، حول این نرخ در جا زد. همین امر سبب شد تا فعالان قیمت ۳۱۰۰ تومان را سطح حمایتی جدید دلار قلمداد کنند. از بعد ازظهر روز سه شنبه در برابر موضع گیریها نسبت به مذاکرات هسته‌ای و سخنان وزیر امور خارجه آمریکا مبنی بر اینکه آمریکا تعدیلی در مواضع خود نشان نخواهد داد و ایران باید گامهای جدیدی بردارد، رفتارهای هیجانی در بازار شکل و دامنه نوسانات افزایش یافت و دلار تا بهای ۳۱۳۶ تومان بالا آمد. اما با این وجود نسبت به نرخ روز شنبه ۳۱ تومان کاهش داشت. شایان ذکر است، روند حرکتی ارزها در هفته گذشته طبق روال جدول زیر بود.,اقتصادی,1,141
محمد فاضل مدیر کل دفتر وزارت آموزش و پرورش در گفتگو با خبرنگار حوزه آموزش و پرورش گروه علمی پزشکی باشگاه خبرنگاران جوان؛ در خصوص جزییات حادثه تصادف اتومبیل معلمان با یک کامیون در شازند اراک گفت: صبح امروز مینی‌بوسی حامل تعدادی از همکاران فرهنگی در استان مرکزی به سمت محل کار آنها راهی بود که با توجه به تصادف ایجاد شده بین کامیون و این مینی‌بوس معلمان دچار حادثه شدند. وی ادامه داد: در این حادثه تا کنون ۲ نفر از همکاران فرهنگی خانم فوت شده و حال ۲ نفر از آنها وخیم بوده که به اتاق عمل منتقل شدند. مدیر کل دفتر وزارت آموزش و پرورش اظهار کرد: طبق بررسی‌های به عمل آمده کامیون مقصر اصلی در این حادثه شناخته شده و همچنین با توجه به شدت جراحت راننده خودرو نیز فوت شده است. وی افزود: آموزش و پرورش همچنان پیگیر این حادثه بوده و با توجه به حادثه تاسف باری که برای معلمان ایجاد شده در صدد ایجاد کمک‌های لازم به آنها است.,پزشکی,7,166
به گزارش حوزه قرآن و عترت گروه فرهنگی باشگاه خبرنگاران جوان، علی جمعه، مفتی سابق مصر در برنامه والله اعلم در شبکه تلویزیونی سی بی سی گفت: رسول خدا به ما دستور داد که با حشرات و حیوانات مهربان باشیم. وی افزود: نباید موش را هنگام کشتن با آتش شکنجه کرد. جمعه با این حال خاطرنشان کرد که آتش زدن مورچه‌ها - اگر روستایی را ویران کنند- جایز است زیرا ضرری ندارد. علی جمعه گفت: فقها می‌گویند که نابود کردن حشرات نظیر سوسک‌ها جایز نیست زیرا نباید به توازن محیط زیست آسیب وارد نشود بنابراین نباید یک گونه را از بین برد. وی افزود: سوسک‌ها از سه میلیون سال پیش وجود دارند و انسان نتوانسته است آنها را از بین ببرد. منبع: العالم,فرهنگی هنری,5,123
به گزارش خبرنگار حوزه شهری گروه اجتماعی باشگاه خبرنگاران جوان؛ اعضای شورای شهر تهران در هشتاد و ششمین جلسه شورا در روز یکشنبه (۲۵ شهریور ماه) یک فوریت طرح الزام شهرداری تهران به ارائه لایحه افزایش انتصاب جوانان در تصدی پست‌های مدیریتی و ارتقای سهم و نقش آنان در مدیریت شهرداری تهران را بررسی خواهند کرد. همچنین در ابتدای جلسه محمد علیخانی رئیس کمیسیون حمل و نقل و ترافیک شورای شهر تهران نطق پیش از دستور خود را ارائه خواهد داد. همچنین اعضای شورای شهر لایحه شهردار تهران در خصوص تعیین نرخ کرایه خدمات سرویس مدارس تهران را بررسی و گزارش کمیسیون‌های حمل و نقل و بودجه قرائت خواهد شد. بر اساس این گزارش، لایحه شهرداری تهران در خصوص معرفی شهرداران مناطق ۲۲ گانه به عنوان قائم مقام ذی حساب یک بررسی می‌شود. اعضای شورای شهر در ادامه نامه رئیس کمیسیون سلامت و محیط زیست شورا را در خصوص جابجایی اعضای شعب کمیسیون بررسی می‌کنند. همچنین دو نفر از صاحبنظران و اساتید دانشگاهی جهت عضویت در کمیته برنامه ریزی انتخاب خواهند شد.,اجتماعی,0,172
به گزارش گروه بین‌الملل باشگاه خبرنگاران جوان؛ دونالد ترامپ، نامزد جمهوریخواه انتخابات ریاست جمهوری آمریکا در سخنرانی خود در شهر سالت لیک ایالت یوتا گفت: کشور ما عملکرد بدی دارد. رقم واقعی بیکاری چندین برابر رقمی است که دولت گزارش می‌کند. رقمی که اعلام می‌شود، برای سیاستمداران و رئیس جمهورها است تا عملکرد خود را خوب جلوه دهند. ترامپ افزود: من معتقدم پیمان شراکت کشورهای اقیانوس آرام فاجعه است. این در حالیست که تد کروز از آن حمایت می‌کند. این پیمان باعث می‌شود بسیاری از فرصت‌های شغلی شما از بین برود. به نظر من، پیمان شراکت کشورهای اقیانوس آرام کشورهای آسیایی با این پیمان شراکت فرصت‌های شغلی را از شما خواهند گرفت. کسانی که از این پیمان طرفداری می‌کنند درباره تجارت چیزی نمی‌دانند. وی همچنین ادعا کرد با در دست داشتن بهترین مذاکره کنندگان جهان قادر است مشکلات کسری بودجه و بیکاری را به راحتی حل کند. ترامپ همچنین گفت با کوچ شرکت‌های بزرگ آمریکایی به دیگر کشورها و کاهش شغل برای مردم این کشور مخالف است. این نامزد جمهوریخواه در پایان اعلام کرد کشورهایی مانند چین از طریق تجارت با آمریکا بازسازی شده‌اند و سرمایه آمریکا و فرصت‌های شغلی آن را ربوده‌اند.,بین الملل,2,193
به گزارش سرویس علمی پزشکی باشگاه خبرنگاران به نقل از وب دا، دکتر امیرحسین امیرحیدری با اعلام مطلب فوق به شادابی و نشاط در مردان تاکید کرد و اظهارداشت: همانطور که در دین مبین اسلام نیز توصیه شده است مردان با ایجاد شادابی و نشاط جهت دار به منظور افزایش روحیه شاد و افزایش بازدهی کاری شادی را سرلوحه کار خود قرار دهند چرا که این مهم در میزان باروری و قدرت جنسی مردان نیز تاثیر گذاراست. این اورولوژیست در ادامه ضمن اشاره به کاهش مصرف مواد پروتئینی در مردان تصریح کرد: مصرف دراز مدت پروتئین باعت نارسایی کلیه و ایجاد بدخیمی‌های غیر قابل برگشت در مردان می‌شود. وی با بیان این مطلب که سرطان بیضه بایستی در دوران طفولیت تشخیص و درمان شود، گفت: با تشخیص زودرس این بیماری در دوران کودکی این بیماری به سرطان تبدیل نمی‌شود. دکتر امیرحیدری با اشاره به بروز سرطان مثانه در مردان خاطرنشان کرد: این بیماری در افرادی که در کارخانجات چرم سازی کار می‌کنند شایع‌تر است بنابراین این افراد باید تحت معاینات دوره‌ای قرار گیرند. وی همچنین با تاکید بر منع مصرف دخانیات در مردان عنوان داشت: عامل نهفته موجود در سیگار به نام کادمیوم منجر به ایجاد سرطان بیضه، پروستات و مثانه در مردان می‌شود. /عط برای مطرح کردن سوالات پزشکی خود اینجا را کلیک کنید.,پزشکی,7,215
به گزارش خبرنگار حوزه دانشگاهی گروه علمی پزشکی باشگاه خبرنگاران جوان؛ در مراسم افتتاح ساختمان جدید دانشکده مهندسی مکانیک دانشکده‌های فنی دانشگاه تهران، دکتر فرهادی وزیر علوم اظهار داشت: ساختمان جدید دانشکده مهندسی مکانیک دانشگاه تهران با همت بنیاد فرهنگی مصلی‌نژاد در ۲۱ هزار متر مربع در پردیس دانشکده‌های فنی دانشگاه طراحی و ساخته شده است که این ساختمان دارای ۱۰ طبقه است و ۱۸ ماه طراحی و ساخته شده است. وی افزود: برای احداث این ساختمان ۴۰۰ میلیارد ریال بودجه هزینه شده که تمامی این بودجه از سوی خیرین آموزش عالی پرداخت شده است. فرهادی در ادامه گفت: این دانشکده یکی از دهها پروژه آموزش عالی توسط خیرین است. وی در پایان اظهار داشت: به تازگی بنیاد حامی علوم و فناوری تشکیل شده است تا خیرین برای ساخت تجهیزات در دانشگاه‌ها، خوابگاه‌ها و آزمایشگاه‌ها و همچنین برای بورسیه دانشجویان تلاش کنند.,پزشکی,7,142
صدرالله کمالوند متخصص تغذیه در گفتگو با خبرنگار بهداشت و درمان باشگاه خبرنگاران گفت: یکی از عادت‌های نادرست تغذیه‌ای که به ویژه در بین کودکان دیده می‌شود مصرف بیش از اندازه شیرینی و مواد حاوی شیرینی زیاد است. وی با بیان اینکه مصرف بیش از اندازه شیرینی می‌تواند تأثیرات نامطلوبی برروی جسم بگذارد، تصریح کرد: علاوه بر بروز بیماری‌های جسمی و فیزیکی، مصرف بی رویه شیرینی‌ها می‌تواند برروی طرز رفتار نیز اثرات منفی بگذارد. کمالوند با اشاره به ایام تعطیلات سال نو و افزایش میزان مصرف انواع شیرینی‌ها تأکید کرد: مصرف زیاد و بی رویه شیرینی که به ویژه در ایام تعطیلات نوروز بیشتر دیده می‌شود خطر بیش فعالی در کودکان را افزایش می‌دهد. وی یادآور شد: کافئین و شیرین کننده‌ها که به طور عمده در شیرینی‌ها و برخی از نوشیدنی‌ها همچون نوشابه وجود دارند، به طور مستقیم می‌توانند موجب بروز اختلال بیش فعالی در کودکان شده و یا اینکه شدت این اختلال را افزایش دهند. /عط برای مطرح کردن سوالات پزشکی خود اینجا را کلیک کنید.,پزشکی,7,167
آلبوم &laquo;دای کاتو به خوانندگی و آهنگسازی محمدعلی نجف پور با همراهی گروه مهبانگ مشتمل بر هفت قطعه مختلف در دسترس مخاطبان قرار گرفت. به گزارش عصرایران از روابط عمومی این پروژه، اثر موسیقایی &laquo;دای کاتو به خوانندگی و آهنگسازی محمدعلی نجف پور مشتمل بر هفت قطعه توسط شرکت &laquo;نو نوا به بازار موسیقی آمد. این مجموعه با همراهی گروه &laquo;مهبانگ، هم خوانی سوگل خجسته و اشعاری از مولانا و محمدرضا شفیعی کدکنی شامل سه قطعه باکلام و چهار قطعه بی کلام است. در توضیح آلبوم &laquo;دای کاتو آمده است: &laquo;دای کاتو مجموعه‌ای نئوکلاسیک است که به واسطه رویکرد و برخوردی متفاوت و خارج از کلیشه با موسیقی ایرانی، می‌تواند در فضای موسیقایی امروز به لحاظ بافت و هارمونی بستر تازه‌ای ایجاد کند. این مجموعه موسیقایی، مانیفست و زیبایی شناسی متفاوتی از موسیقی کلاسیک ایرانی را به گوش مخاطب می‌رساند و سعی در مدرنیزه کردن موسیقی ایرانی با حفظ اصالت دارد. محمدعلی نجف پور نوازنده تار، متولد بوشهر است که پیش از این کنسرت گروه ژیوار به خوانندگی وی در فرهنگسرای نیاوران به روی صحنه رفته است. همچنین آلبوم موسیقی &laquo;فصل سرد اثر حمید خزاعی با آهنگسازی محمدعلی نجف پور در سال ۹۲ منتشر شده است.,فرهنگی هنری,5,196
